title,snippet,type,context
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),"['\r\n                      ', 'Visuele controle. Tijdens de algemene periodieke keuring ten behoeve van de afgifte van een keuringsrapport is het bepaalde in Aanvullende permanente eisen, artikelen 2 en 3, van toepassing.', '\r\n                    ', '\r\n                          ', 'Artikel 2', '\r\n', 'De volgende gegevens, voor zover in het kentekenregister vermeld, moeten in overeenstemming zijn met het voertuig:', 'kenteken.', 'voertuigidentificatienummer.', 'brandstof dan wel brandstoffen, waarbij:', '‘A’ staat voor alcohol; ', '‘B’ staat voor benzine;', ""'C’ staat voor LNG;"", '‘D’ staat voor diesel;', '‘E’ staat voor elektriciteit;', ""‘E/B’, ‘E/D’, ‘E/G’ of een andere combinatie waarin een 'E' voorkomt, staat voor hybride;"", '‘G’ staat voor LPG;', '‘H’ staat voor CNG;', '‘W’ staat voor waterstof.', ' ', 'Een combinatie van brandstoffen wordt aangeduid met meerdere letters.', ""Indien in het kentekenregister de brandstofcode 'C', ‘G’ of ‘H’ niet is vermeld, mogen de volgende onderdelen van een LNG-, LPG- of CNG-installatie niet zijn gemonteerd: "", 'verdamper, drukregelaar of ander brandstofdoseringssysteem. Een uitlaatstift, die bij een luchtgekoelde motor als verdamper fungeert, hoeft niet te worden verwijderd;', 'LNG-, LPG-, of CNG tank;', 'gasafsluiter;', 'gasmengstuk;', 'inspuitstukken, tenzij deze definitief zijn afgeplugd;', 'inspuitstukadapter, tenzij deze definitief is afgeplugd;', 'buitenvulklep, tenzij deze definitief is afgeplugd;', 'hogedrukleiding, met uitzondering van het gedeelte, dat rechtstreeks vast tegen de onderzijde van het voertuig is bevestigd.', 'wielbasis.', 'Bij personenauto’s, bedrijfsauto’s en bussen met een toegestane maximummassa van niet meer dan 3.500 kg, de wielbasis waarbij deze niet meer dan 2,0 % mag afwijken van de waarde die in het kentekenregister is vermeld. Bij twijfel wordt de wielbasis gemeten.\xa0Indien de wielbasis van fabriekswege links en rechts verschilt, wordt de gemiddelde waarde als wielbasis aangemerkt;', 'aanwezigheid van een koppeling.', 'Indien het een bedrijfsauto of een bus betreft met een toegestane maximummassa van meer dan 3.500 kg en in het kentekenregister geen waarde voor de afstandsmaat van de voorzijde van het voertuig tot het hart van de koppeling is vermeld, mag geen koppeling op de bedrijfsauto of bus zijn gemonteerd. Dit geldt niet indien het een brandweerauto betreft waarvoor blijkens het kentekenregister een kentekenbewijs is afgegeven vóór 12 december 1983;', 'aanwezigheid van meerdere koppelingen.', 'Indien op de bedrijfsauto of bus met een toegestane maximummassa van meer dan 3.500 kg meerdere koppelingen zijn gemonteerd, moet van elke koppeling de waarde voor de afstand van de voorzijde van het voertuig tot het hart van de koppeling in het kentekenregister zijn vermeld. Dit geldt niet indien het een vangmuilkoppeling ten behoeve van een besturing betreft;', 'aantal cilinders.', 'Bij personenauto’s, bedrijfsauto’s en bussen met een toegestane maximummassa van niet meer dan 3.500 kg, wordt het aantal cilinders bij twijfel gecontroleerd. De controle op het aantal cilinders blijft achterwege als het een wankelmotor betreft.', '                          ', 'Artikel 3', '\r\n', 'Een personenauto, bedrijfsauto, bus, landbouw- of bosbouwtrekker of aanhangwagen of driewielig motorrijtuig moet zijn voorzien van gele retroreflecterende kentekenplaten, voor een aanhangwagen één, voor een driewielig motorrijtuig één of twee platen, welke aan de linkerzijde zijn voorzien van een in het laminaat geïntegreerd Eurosymbool. Hiervan zijn uitgezonderd:\xa0', 'voertuigen waarvoor in het kentekenregister de toestemming tot het voeren van kentekenplaten model 18.2 staat vermeld; deze voertuigen mogen zijn voorzien van het kleine model kentekenplaten;', 'voertuigen in gebruik genomen\xa0vóór 1 januari 1978; deze voertuigen mogen zijn voorzien van donkerblauwe kentekenplaten;', 'taxi’s moeten zijn voorzien van lichtblauwe kentekenplaten als bedoeld in de Regeling kentekens en kentekenplaten, en', 'voertuigen waarvoor tijdelijke kentekenplaten, voor een aanhangwagen één, voor een driewielig motorrijtuig één of twee platen, zijn afgegeven tot en met de op de kentekenplaat vermelde maand.', 'Personenauto’s, bedrijfsauto’s, bussen en driewielige motorrijtuigen en gekentekende aanhangwagens mogen geen andere kentekenplaten voeren dan vermeld in deze bijlage.', '                    ', '\r\n                          ', 'Kentekenplaat  model 18.2 (Amerikaanse plaat)', '\r\n', 'Staat er\xa0onder bijzonderheden in het kentekenregister ""Kentekenplaat model 18.2 toegestaan"" dan mag het voertuig aan de voor- of achterkant een kentekenplaat model 18.2 hebben. ', 'Voor de APK is een combinatie van een kentekenplaat model 18.2\xa0en een ‘standaard’ kentekenplaat toegestaan.', '\n', 'Kentekenplaat model 18.2 is een kentekenplaat met afwijkende afmetingen. De plaat heeft de volgende afmetingen: een breedte van 31 cm en een hoogte van 11 cm.', '                          ', 'Kunststof kentekenplaat', '\r\n', 'In de\xa0regelgeving staat niets vermeld over het\nmateriaal van de kentekenplaat. De kentekenplaat mag van kunststof zijn. Een\nsticker is niet toegestaan.', '                          ', 'Afscherming eurosymbool door een sticker', '\r\nIs het eurosymbool afgeschermd door een sticker en is\ndaardoor het eurosymbool niet te controleren? Dan mag u het voertuig niet goedkeuren.\nEr is dan geen juiste kentekenplaat aanwezig.                          ', 'Doorgeknipte kentekenplaat', '\r\n', 'Een voertuig moet\xa0 kentekenplaten hebben met daarop de juiste\nletter/cijfercombinatie. Is een kentekenplaat\xa0\ndoorgeknipt, dan zijn er meerdere kentekenplaten. Op geen van deze kentekenplaten\nstaat de juiste letter/cijfercombinatie. U mag een voertuig met een\ndoorgeknipte kentekenplaat niet goedkeuren.', '                    ']",moi,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],reg,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],moi,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],reg,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],moi,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],reg,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],moi,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],reg,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],moi,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],reg,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],moi,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],reg,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],moi,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],reg,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],moi,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],reg,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],moi,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],reg,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],moi,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],reg,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],moi,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],reg,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],moi,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],reg,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],moi,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],reg,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],moi,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],reg,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],moi,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],reg,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],moi,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],reg,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],moi,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],reg,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],moi,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],reg,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],moi,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],reg,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],moi,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],reg,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],moi,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],reg,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),[],moi,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),"['\r\n          ', 'De kentekenplaten moeten zijn voorzien van het in artikel 5 van het Kentekenreglement voorgeschreven goedkeuringsmerk en moeten deugdelijk aan de voor- en achterzijde van het voertuig zijn bevestigd.', '\r\n        ', '\r\n                      ', 'Visuele controle. De eis aan het goedkeuringsmerk wordt niet getoetst tijdens de periodieke keuring ten behoeve van de afgifte van een keuringsrapport.', '\r\n                    ']",reg,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),"['\r\n                      ', 'Visuele controle. De eis aan het goedkeuringsmerk wordt niet getoetst tijdens de periodieke keuring ten behoeve van de afgifte van een keuringsrapport.', '\r\n                    ']",moi,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),"['\r\n          ', 'Het kenteken moet goed leesbaar zijn en de kentekenplaten mogen niet zijn afgeschermd.', '\r\n        ', '\r\n                      ', 'Visuele controle, waarbij de letters en cijfers volledig zichtbaar moeten zijn indien de waarnemer op een afstand van 20,00 m vóór dan wel achter het midden van de bedrijfsauto staat.', '\r\n                    ', '\r\n                          ', 'De zichtbaarheid van de cijfers en letters op de kentekenplaat', '\r\n', 'In de\xa0wijze van\nkeuren staat dat de letters en cijfers van de kentekenplaat volledig zichtbaar\nmoeten zijn. Hiermee wordt bedoeld dat u de cijfers en letters goed moet kunnen\nzien. Dit geldt ook voor de scheidingstekens (streepjes tussen de combinatie)\nen de duplicaatcode.\nIs een van de scheidingstekens of de duplicaatcode afgeschermd, dan mag u dat\nniet goedkeuren. Ook al zijn alle letters en cijfers nog wel zichtbaar.', '                    ']",reg,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),"['\r\n                      ', 'Visuele controle, waarbij de letters en cijfers volledig zichtbaar moeten zijn indien de waarnemer op een afstand van 20,00 m vóór dan wel achter het midden van de bedrijfsauto staat.', '\r\n                    ', '\r\n                          ', 'De zichtbaarheid van de cijfers en letters op de kentekenplaat', '\r\n', 'In de\xa0wijze van\nkeuren staat dat de letters en cijfers van de kentekenplaat volledig zichtbaar\nmoeten zijn. Hiermee wordt bedoeld dat u de cijfers en letters goed moet kunnen\nzien. Dit geldt ook voor de scheidingstekens (streepjes tussen de combinatie)\nen de duplicaatcode.\nIs een van de scheidingstekens of de duplicaatcode afgeschermd, dan mag u dat\nniet goedkeuren. Ook al zijn alle letters en cijfers nog wel zichtbaar.', '                    ']",moi,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),"['\r\n          ', 'Het voertuigidentificatienummer moet in het chassis, frame of soortgelijke structuur zijn ingeslagen en moet goed leesbaar zijn.', '\r\n        ', '\r\n                      ', 'Visuele controle.', '\r\n                    ', '\r\n                          ', 'Voertuigidentificatienummer (VIN) niet aanwezig, niet leesbaar', '\r\nControleer voordat u begint met de APK het VIN. U mag een voertuig niet keuren als het VIN ontbreekt, niet te lezen is of niet klopt met wat er in het kentekenregister staat.\xa0Dit staat omschreven in\xa0', 'Regeling erkenning keuringsbevoegdheid APK, artikel 27 (lid 4)', '.\xa0Afwijkingen tussen het VIN uit het kentekenregister met het voertuig kan verschillende oorzaken hebben. Neem hierover contact op met RDW, Technisch Kennis Centrum (TKC). Verwijs de eigenaar door naar ons als het VIN ontbreekt of niet leesbaar is. U mag geen APK-rapport afgeven.                          ', 'Ingeslagen voertuigidentificatienummer (VIN)', '\r\n', 'VIN (ook wel chassisnummer genoemd) kan op meerdere, vaste voertuigdelen zijn ingeslagen. Het is voldoende als het op 1 plaats leesbaar is.\n', '\n\nOp de foto ziet u dat het\xa0plaatje\nmet het VIN op de carrosserie is bevestigd met een puntlasverbinding. Dit mag u\nbij de APK accepteren. \n\n', '                          ', 'Wanneer is een voertuigidentificatienummer (VIN) goed leesbaar?', '\r\nAlle letters en cijfers van het VIN moeten goed zijn ingeslagen en vanuit de leespositie leesbaar zijn. Als een van de letters of cijfers op zijn kop of in spiegelbeeld is ingeslagen is het VIN niet goed leesbaar.', '                    ']",reg,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),"['\r\n                      ', 'Visuele controle.', '\r\n                    ', '\r\n                          ', 'Voertuigidentificatienummer (VIN) niet aanwezig, niet leesbaar', '\r\nControleer voordat u begint met de APK het VIN. U mag een voertuig niet keuren als het VIN ontbreekt, niet te lezen is of niet klopt met wat er in het kentekenregister staat.\xa0Dit staat omschreven in\xa0', 'Regeling erkenning keuringsbevoegdheid APK, artikel 27 (lid 4)', '.\xa0Afwijkingen tussen het VIN uit het kentekenregister met het voertuig kan verschillende oorzaken hebben. Neem hierover contact op met RDW, Technisch Kennis Centrum (TKC). Verwijs de eigenaar door naar ons als het VIN ontbreekt of niet leesbaar is. U mag geen APK-rapport afgeven.                          ', 'Ingeslagen voertuigidentificatienummer (VIN)', '\r\n', 'VIN (ook wel chassisnummer genoemd) kan op meerdere, vaste voertuigdelen zijn ingeslagen. Het is voldoende als het op 1 plaats leesbaar is.\n', '\n\nOp de foto ziet u dat het\xa0plaatje\nmet het VIN op de carrosserie is bevestigd met een puntlasverbinding. Dit mag u\nbij de APK accepteren. \n\n', '                          ', 'Wanneer is een voertuigidentificatienummer (VIN) goed leesbaar?', '\r\nAlle letters en cijfers van het VIN moeten goed zijn ingeslagen en vanuit de leespositie leesbaar zijn. Als een van de letters of cijfers op zijn kop of in spiegelbeeld is ingeslagen is het VIN niet goed leesbaar.', '                    ']",moi,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),"['\r\n          ', ""Bedrijfsauto's"", "" die in gebruik zijn genomen na 31 december 1997, moeten zijn voorzien van één of meerdere constructieplaten die goed leesbaar zijn en waarvan de gegevens in overeenstemming moeten zijn met het kentekenregister, met dien verstande dat de maximummassa's die op de constructieplaten zijn vermeld ten minste gelijk zijn aan de massa's die zijn aangegeven in het kentekenregister.\r\n        "", '\r\n                      ', 'Visuele controle. Aan deze eis wordt niet getoetst tijdens de periodieke keuring ten behoeve van de afgifte van een keuringsrapport.', '\r\n                    ']",reg,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),"['\r\n                      ', 'Visuele controle. Aan deze eis wordt niet getoetst tijdens de periodieke keuring ten behoeve van de afgifte van een keuringsrapport.', '\r\n                    ']",moi,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),"['\r\n          Als bij\nbedrijfsauto’s met een verlengde cabine die in gebruik zijn genomen na 31\noktober 2019 de maximaal toegestane lengte wordt overschreden, dient dit te\nblijken uit de vermelding van het symbool ‘96/53/EC ARTICLE 9A COMPLIANT’ onder\nof naast de verplichte opschriften op de voorgeschreven constructieplaat.\r\n        ', '\r\n                      Visuele controle.\nAan deze eis wordt niet getoetst tijdens de periodieke keuring ten behoeve van\nde afgifte van een keuringsrapport.\r\n                    ']",reg,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
     Bedrijfsauto's zwaar      Algemeen     Overeenstemmen van het voertuig met de voertuiggegevens alsmede eisen m.b.t. identificatie (#Artikel 5.3.1),['\r\n                      Visuele controle.\nAan deze eis wordt niet getoetst tijdens de periodieke keuring ten behoeve van\nde afgifte van een keuringsrapport.\r\n                    '],moi,algemeen-bedrijfsautos-zwaar-overeenstemmen-van-het-voertuig.txt
